Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
502.25,TraderOne,Tick,2784,2757,27,-27,149500,149900,32822,-196722,-204822,OK
502.516,TraderOne,Tick,2784,2762,22,-22,149700,149900,32747,-198647,-203047,OK
502.766,TraderOne,Tick,2794,2762,32,-32,149600,150200,33047,-196947,-206547,OK
502.969,TraderOne,Tick,2798,2762,36,-32,149900,150200,32987,-796487,-206487,OK
503.282,TraderOne,Tick,2798,2769,29,-29,150000,150200,32882,-197682,-203482,OK
503.547,TraderOne,Tick,2798,2769,29,-29,150000,150200,32882,-197682,-203482,OK
503.719,TraderOne,Tick,2806,2769,37,-37,150000,150200,32762,-195962,-203362,OK
503.953,TraderOne,Tick,2806,2769,37,-37,150000,150200,32762,-195962,-203362,OK
504.219,TraderOne,Tick,2806,2769,37,-37,150000,150200,32762,-195962,-203362,OK
504.485,TraderOne,Tick,2806,2769,37,-37,150000,150200,32762,-195962,-203362,OK
504.735,TraderOne,Tick,2806,2769,37,-37,150000,150200,32762,-195962,-203362,OK
505.016,TraderOne,Tick,2816,2779,37,-37,149400,150200,32462,-195662,-206762,OK
505.219,TraderOne,Tick,2816,2779,37,-37,149400,150200,32462,-195662,-206762,OK
505.5,TraderOne,Tick,2816,2779,37,-37,149400,150200,32462,-195662,-206762,OK
505.75,TraderOne,Tick,2816,2779,37,-37,149400,150200,32462,-195662,-206762,OK
506.047,TraderOne,Tick,2816,2789,27,-27,150100,150200,32312,-205512,-208212,OK
506.266,TraderOne,Tick,2826,2789,37,-37,150600,150200,32613,-201813,-190713,OK
506.453,TraderOne,Tick,2836,2789,47,-47,150600,150200,32914,-198114,-184014,OK
506.797,TraderOne,Tick,2836,2789,47,-47,150600,150200,32914,-198114,-184014,OK
506.953,TraderOne,Tick,2836,2789,47,-47,150600,150200,32914,-198114,-184014,OK
507.25,TraderOne,Tick,2836,2799,37,-37,150400,150200,32764,-201964,-194564,OK
507.563,TraderOne,Tick,2846,2799,47,-47,150400,150200,32614,-198814,-189414,OK
507.782,TraderOne,Tick,2846,2799,47,-47,150400,150200,32614,-198814,-189414,OK
508.047,TraderOne,Tick,2846,2799,47,-47,150400,151000,32614,-198814,-212914,OK
508.235,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
508.485,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
508.75,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
509.032,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
509.297,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
509.469,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
509.735,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
510.0,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
510.266,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
510.485,TraderOne,Tick,2856,2799,57,-57,150400,151000,32915,-194115,-211215,OK
510.782,TraderOne,Tick,2856,2809,47,-47,150200,151000,32765,-198965,-213065,OK
511.047,TraderOne,Tick,2856,2819,37,-37,150600,151000,33066,-201266,-212366,OK
511.282,TraderOne,Tick,2856,2819,37,-37,150600,151000,33066,-201266,-212366,OK
511.532,TraderOne,Tick,2856,2819,37,-37,150600,151000,33066,-201266,-212366,OK
511.797,TraderOne,Tick,2856,2829,27,-27,150800,151000,32915,-203115,-208515,OK
512.016,TraderOne,Tick,2856,2829,27,-27,150600,151000,32915,-203115,-211215,OK
512.266,TraderOne,Tick,2856,2829,27,-27,150600,151000,32915,-203115,-211215,OK
512.5,TraderOne,Tick,2856,2829,27,-27,150600,151000,32915,-203115,-211215,OK
512.75,TraderOne,Tick,2866,2829,37,-37,150400,151000,32764,-201964,-213064,OK
513.0,TraderOne,Tick,2866,2836,30,-30,150700,151000,32659,-203959,-212959,OK
513.25,TraderOne,Tick,2866,2836,30,-30,150700,151000,32659,-203959,-212959,OK
513.5,TraderOne,Tick,2866,2836,30,-30,150700,150900,32659,-203959,-209959,OK
513.797,TraderOne,Tick,2866,2836,30,-30,150700,150900,32659,-203959,-209959,OK
513.985,TraderOne,Tick,2876,2836,40,-40,150500,150900,32508,-199808,-211808,OK
514.235,TraderOne,Tick,2876,2846,30,-30,150800,151400,32357,-205657,-214657,OK
514.547,TraderOne,Tick,2886,2846,40,-40,151000,151300,32659,-202959,-214959,OK
514.797,TraderOne,Tick,2886,2846,40,-40,151000,151300,32659,-202959,-214959,OK
514.953,TraderOne,Tick,2886,2846,40,-40,151000,151300,32659,-202959,-214959,OK
515.297,TraderOne,Tick,2886,2846,40,-40,151000,151300,32659,-202959,-214959,OK
515.547,TraderOne,Tick,2886,2846,40,-40,151000,151200,32659,-202959,-210959,OK
515.797,TraderOne,Tick,2886,2846,40,-40,151000,151200,32659,-202959,-210959,OK
516.016,TraderOne,Tick,2886,2846,40,-40,151000,151200,32659,-202959,-210959,OK
516.235,TraderOne,Tick,2886,2846,40,-40,151000,151000,32659,-202959,-202959,OK
516.547,TraderOne,Tick,2886,2856,30,-30,151000,151000,32508,-206808,-206808,OK
516.766,TraderOne,Tick,2886,2856,30,-30,151000,151000,32508,-206808,-206808,OK
517.047,TraderOne,Tick,2886,2856,30,-30,151000,151000,32508,-206808,-206808,OK
517.297,TraderOne,Tick,2886,2856,30,-30,151000,151000,32508,-206808,-206808,OK
517.469,TraderOne,Tick,2886,2856,30,-30,151000,151000,32508,-206808,-206808,OK
517.797,TraderOne,Tick,2886,2856,30,-30,151000,151000,32508,-206808,-206808,OK
517.953,TraderOne,Tick,2896,2856,40,-40,151100,151400,32810,-203210,-215210,OK
518.203,TraderOne,Tick,2896,2856,40,-40,151100,151400,32810,-203210,-215210,OK
518.485,TraderOne,Tick,2896,2866,30,-30,151100,151500,32659,-210059,-219059,OK
518.766,TraderOne,Tick,2906,2866,40,-40,151200,151500,32961,-206361,-218361,OK
519.047,TraderOne,Tick,2906,2866,40,-40,151200,151500,32961,-206361,-218361,OK
519.203,TraderOne,Tick,2906,2866,40,-40,151200,151500,32961,-206361,-218361,OK
519.5,TraderOne,Tick,2906,2876,30,-30,151100,151500,33263,-210663,-219663,OK
519.797,TraderOne,Tick,2906,2876,30,-30,151100,151500,33263,-210663,-219663,OK
520.016,TraderOne,Tick,2906,2876,30,-30,151100,151500,33263,-210663,-219663,OK
520.266,TraderOne,Tick,2916,2876,40,-40,151200,151500,33565,-207965,-219965,OK
520.516,TraderOne,Tick,2916,2876,40,-40,151200,151500,33565,-207965,-219965,OK
520.703,TraderOne,Tick,2916,2876,40,-40,151200,151500,33565,-207965,-219965,OK
520.953,TraderOne,Tick,2916,2876,40,-40,151200,151600,33565,-207965,-219965,OK
521.282,TraderOne,Tick,2916,2876,40,-40,151200,151600,33565,-207965,-219965,OK
521.5,TraderOne,Tick,2916,2876,40,-40,151200,151600,33565,-207965,-219965,OK
521.735,TraderOne,Tick,2926,2876,50,-50,151100,151700,33867,-204267,-219267,OK
522.016,TraderOne,Tick,2936,2876,60,-60,151100,151700,34169,-199569,-217569,OK
522.313,TraderOne,Tick,2936,2886,50,-50,151100,151700,34471,-205871,-220871,OK
522.5,TraderOne,Tick,2936,2886,50,-50,151100,151700,34471,-205871,-220871,OK
522.813,TraderOne,Tick,2936,2886,50,-50,151100,151500,34471,-205871,-220871,OK
523.0,TraderOne,Tick,2946,2886,60,-60,151000,151500,34320,-200720,-218720,OK
523.282,TraderOne,Tick,2946,2896,50,-50,151000,151500,34622,-207022,-222022,OK
523.5,TraderOne,Tick,2946,2903,43,-43,151100,151500,34516,-212516,-225416,OK
523.766,TraderOne,Tick,2956,2903,53,-53,151200,151500,34818,-207818,-223718,OK
524.047,TraderOne,Tick,2966,2903,63,-63,151300,151500,35121,-203121,-215721,OK
524.203,TraderOne,Tick,2966,2903,63,-63,151300,151500,35121,-203121,-215721,OK
524.453,TraderOne,Tick,2966,2903,63,-63,151200,151500,35121,-203121,-222021,OK
524.797,TraderOne,Tick,2966,2903,63,-63,151300,151900,35121,-203121,-222021,OK
524.953,TraderOne,Tick,2966,2903,63,-63,151300,151900,35121,-203121,-222021,OK
525.203,TraderOne,Tick,2966,2903,63,-63,151300,151900,35121,-203121,-222021,OK
525.532,TraderOne,Tick,2966,2913,53,-53,151200,151900,35423,-209423,-225323,OK
525.703,TraderOne,Tick,2966,2913,53,-53,151200,151900,35423,-209423,-225323,OK
525.985,TraderOne,Tick,2966,2913,53,-53,151200,151900,35423,-209423,-225323,OK
526.266,TraderOne,Tick,2966,2913,53,-53,151200,151700,35423,-209423,-225323,OK
526.5,TraderOne,Tick,2966,2913,53,-53,151200,151700,35423,-209423,-225323,OK
526.75,TraderOne,Tick,2966,2913,53,-53,151200,151700,35423,-209423,-225323,OK
527.047,TraderOne,Tick,2966,2916,50,-50,151300,151700,35378,-210578,-225578,OK
527.203,TraderOne,Tick,2966,2916,50,-50,151300,151700,35378,-210578,-225578,OK
527.469,TraderOne,Tick,2966,2916,50,-50,151300,151700,35378,-210578,-225578,OK
527.703,TraderOne,Tick,2966,2916,50,-50,151300,151700,35378,-210578,-225578,OK
528.016,TraderOne,Tick,2966,2916,50,-50,151300,151700,35378,-210578,-225578,OK
528.219,TraderOne,Tick,2966,2916,50,-50,151300,151700,35378,-210578,-225578,OK
528.532,TraderOne,Tick,2966,2916,50,-50,151300,151700,35378,-210578,-225578,OK
528.782,TraderOne,Tick,2966,2916,50,-50,151300,151400,35378,-210578,-215578,OK
528.985,TraderOne,Tick,2966,2926,40,-40,151000,151400,35680,-214880,-226880,OK
529.25,TraderOne,Tick,2966,2926,40,-40,151000,151400,35680,-214880,-226880,OK
529.485,TraderOne,Tick,2966,2926,40,-40,151000,151200,35680,-214880,-222880,OK
529.766,TraderOne,Tick,2966,2936,30,-30,151000,151200,35982,-217182,-223182,OK
530.0,TraderOne,Tick,2966,2946,20,-20,151000,151200,36284,-219484,-223484,OK
530.282,TraderOne,Tick,2966,2956,10,-10,151000,151200,36586,-221786,-223786,OK
530.469,TraderOne,Tick,2966,2956,10,-10,151000,151200,36586,-221786,-223786,OK
530.797,TraderOne,Tick,2966,2956,10,-10,151000,151100,36586,-221786,-222786,OK
531.032,TraderOne,Tick,2966,2966,0,0,150900,150900,36888,-221088,-221088,OK
531.25,TraderOne,Tick,2971,2966,5,-5,150900,150900,36813,-221513,-221513,OK
531.469,TraderOne,Tick,2971,2966,5,-5,150900,150900,36813,-221513,-221513,OK
531.75,TraderOne,Tick,2971,2966,5,-5,150900,150900,36813,-221513,-221513,OK
532.0,TraderOne,Tick,2971,2976,-5,5,151500,151000,36662,-221362,-222862,OK
532.25,TraderOne,Tick,2971,2976,-5,5,151500,151000,36662,-221362,-222862,OK
532.453,TraderOne,Tick,2971,2976,-5,5,151500,151000,36662,-221362,-222862,OK
532.797,TraderOne,Tick,2971,2976,-5,5,151500,151000,36662,-221362,-222862,OK
533.0,TraderOne,Tick,2981,2976,5,-5,150800,150900,36511,-223211,-223711,OK
533.203,TraderOne,Tick,2981,2976,5,-5,150800,150900,36511,-223211,-223711,OK
533.547,TraderOne,Tick,2981,2976,5,-5,150800,150900,36511,-223211,-223711,OK
533.719,TraderOne,Tick,2991,2976,15,-15,150800,150900,36360,-223060,-224560,OK
534.016,TraderOne,Tick,2991,2986,5,-5,150800,150900,36662,-224362,-224862,OK
534.297,TraderOne,Tick,2991,2996,-5,5,151400,150700,36874,-221374,-222874,OK
534.5,TraderOne,Tick,2991,3006,-15,15,150800,150700,37176,-220676,-222176,OK
534.766,TraderOne,Tick,2991,3006,-15,15,150800,150700,37176,-220676,-222176,OK
535.016,TraderOne,Tick,2991,3016,-25,25,151400,150700,37025,-218525,-226025,OK
535.25,TraderOne,Tick,2994,3016,-22,22,150900,150700,36980,-219380,-223780,OK
535.453,TraderOne,Tick,2994,3016,-22,22,150900,150700,36980,-219380,-223780,OK
535.782,TraderOne,Tick,2994,3016,-22,22,150900,150900,36980,-219380,-219380,OK
536.047,TraderOne,Tick,2994,3016,-22,22,150900,150800,36980,-219380,-221580,OK
536.235,TraderOne,Tick,2994,3016,-22,22,150900,150800,36980,-219380,-221580,OK
536.532,TraderOne,Tick,2994,3016,-22,22,150900,150800,36980,-219380,-221580,OK
536.735,TraderOne,Tick,3004,3016,-12,12,150600,150700,36829,-222229,-221029,OK
536.985,TraderOne,Tick,3004,3016,-12,12,150600,150800,36829,-222229,-219829,OK
537.219,TraderOne,Tick,3014,3016,-2,2,150500,150800,36678,-224078,-223478,OK
537.453,TraderOne,Tick,3014,3016,-2,2,150500,150800,36678,-224078,-223478,OK
537.766,TraderOne,Tick,3014,3016,-2,2,150500,151100,36678,-224078,-223478,OK
537.953,TraderOne,Tick,3014,3016,-2,2,150500,151100,36678,-224078,-223478,OK
538.282,TraderOne,Tick,3014,3016,-2,2,150500,151100,36678,-224078,-223478,OK
538.516,TraderOne,Tick,3014,3016,-2,2,150500,151100,36678,-224078,-223478,OK
538.75,TraderOne,Tick,3014,3016,-2,2,150500,151000,36678,-224078,-223478,OK
538.985,TraderOne,Tick,3024,3026,-2,2,151600,151000,36376,-223776,-224376,OK
539.282,TraderOne,Tick,3024,3026,-2,2,151600,150900,36376,-223776,-224376,OK
539.5,TraderOne,Tick,3024,3026,-2,2,151600,150900,36376,-223776,-224376,OK
539.797,TraderOne,Tick,3024,3026,-2,2,151600,150900,36376,-223776,-224376,OK
539.969,TraderOne,Tick,3024,3026,-2,2,151600,150900,36376,-223776,-224376,OK
540.313,TraderOne,Tick,3024,3026,-2,2,151600,150900,36376,-223776,-224376,OK
540.5,TraderOne,Tick,3024,3026,-2,2,151600,150900,36376,-223776,-224376,OK
540.766,TraderOne,Tick,3024,3026,-2,2,151600,150900,36376,-223776,-224376,OK
540.969,TraderOne,Tick,3024,3026,-2,2,151600,151000,36376,-223776,-224376,OK
541.203,TraderOne,Tick,3024,3026,-2,2,151600,151100,36376,-223776,-224376,OK
541.532,TraderOne,Tick,3024,3036,-12,12,151600,151600,36225,-225625,-225625,OK
541.782,TraderOne,Tick,3034,3036,-2,2,151600,151800,36528,-224928,-224528,OK
541.969,TraderOne,Tick,3044,3036,8,-8,151600,151800,36831,-223231,-224831,OK
542.219,TraderOne,Tick,3054,3036,18,-18,151600,151800,37134,-222534,-226134,OK
542.516,TraderOne,Tick,3064,3036,28,-28,151600,151900,37437,-221837,-230237,OK
542.766,TraderOne,Tick,3074,3036,38,-38,151600,152000,37740,-219140,-230540,OK
543.047,TraderOne,Tick,3084,3036,48,-48,151600,152000,38043,-216443,-230843,OK
543.219,TraderOne,Tick,3084,3036,48,-48,151600,152000,38043,-216443,-230843,OK
543.453,TraderOne,Tick,3089,3036,53,-53,151500,152000,37967,-214367,-230267,OK
543.797,TraderOne,Tick,3099,3036,63,-63,151600,152500,38270,-209670,-228570,OK
544.016,TraderOne,Tick,3099,3046,53,-53,151800,152500,38118,-216518,-232418,OK
544.235,TraderOne,Tick,3099,3046,53,-53,151800,152500,38118,-216518,-232418,OK
544.532,TraderOne,Tick,3099,3046,53,-53,151800,152500,38118,-216518,-232418,OK
544.703,TraderOne,Tick,3099,3046,53,-53,152000,152500,38118,-216518,-232418,OK
545.0,TraderOne,Tick,3099,3046,53,-53,152000,152600,38118,-216518,-232418,OK
545.235,TraderOne,Tick,3099,3046,53,-53,152000,152600,38118,-216518,-232418,OK
545.547,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
545.75,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
546.047,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
546.282,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
546.485,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
546.75,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
547.047,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
547.297,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
547.5,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
547.719,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
548.016,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
548.266,TraderOne,Tick,3101,3046,55,-55,152200,152400,38179,-215979,-226979,OK
548.532,TraderOne,Tick,3101,3056,45,-45,152200,152400,38483,-219283,-228283,OK
548.75,TraderOne,Tick,3101,3066,35,-35,152300,152400,38331,-223131,-226631,OK
548.953,TraderOne,Tick,3101,3066,35,-35,152300,152400,38331,-223131,-226631,OK
549.219,TraderOne,Tick,3101,3066,35,-35,152300,152400,38331,-223131,-226631,OK
549.453,TraderOne,Tick,3101,3066,35,-35,152300,152500,38331,-223131,-230131,OK
549.766,TraderOne,Tick,3101,3066,35,-35,152300,152700,38331,-223131,-233631,OK
550.016,TraderOne,Tick,3111,3066,45,-45,152300,152700,38636,-218436,-231936,OK
550.266,TraderOne,Tick,3121,3066,55,-55,152400,152700,38941,-214741,-231241,OK
550.532,TraderOne,Tick,3121,3066,55,-55,152400,152700,38941,-214741,-231241,OK
550.703,TraderOne,Tick,3121,3066,55,-55,152400,152700,38941,-214741,-231241,OK
551.0,TraderOne,Tick,3121,3066,55,-55,152400,152700,38941,-214741,-231241,OK
551.25,TraderOne,Tick,3121,3066,55,-55,152400,153000,38941,-214741,-231241,OK
551.469,TraderOne,Tick,3131,3066,65,-65,152400,153000,39246,-210046,-229546,OK
551.719,TraderOne,Tick,3131,3076,55,-55,152400,153000,39551,-217351,-233851,OK
552.0,TraderOne,Tick,3131,3076,55,-55,152400,153000,39551,-217351,-233851,OK
552.219,TraderOne,Tick,3131,3086,45,-45,152500,153000,39399,-224199,-237699,OK
552.5,TraderOne,Tick,3141,3086,55,-55,152600,153000,39704,-217504,-234004,OK
552.766,TraderOne,Tick,3151,3086,65,-65,152800,153600,40010,-210010,-229510,OK
552.985,TraderOne,Tick,3161,3086,75,-75,153000,153600,40316,-204316,-226816,OK
553.282,TraderOne,Tick,3161,3096,65,-65,153100,153600,40622,-210622,-230122,OK
553.516,TraderOne,Tick,3161,3096,65,-65,153000,153600,40622,-210622,-230122,OK
553.719,TraderOne,Tick,3161,3096,65,-65,153000,153600,40622,-210622,-230122,OK
554.047,TraderOne,Tick,3161,3106,55,-55,153300,153600,40928,-217928,-234428,OK
554.282,TraderOne,Tick,3161,3106,55,-55,153300,153600,40928,-217928,-234428,OK
554.532,TraderOne,Tick,3161,3116,45,-45,153300,153600,41234,-223234,-236734,OK
554.75,TraderOne,Tick,3161,3116,45,-45,153300,153600,41234,-223234,-236734,OK
554.953,TraderOne,Tick,3161,3126,35,-35,153300,153600,41081,-225081,-235581,OK
555.282,TraderOne,Tick,3161,3126,35,-35,153300,153600,41081,-225081,-235581,OK
555.547,TraderOne,Tick,3161,3126,35,-35,153300,153200,41081,-225081,-221581,OK
555.766,TraderOne,Tick,3171,3126,45,-45,152900,153200,40928,-222928,-236428,OK
555.953,TraderOne,Tick,3171,3126,45,-45,152900,153200,40928,-222928,-236428,OK
556.266,TraderOne,Tick,3171,3126,45,-45,152900,153300,40928,-222928,-236428,OK
556.5,TraderOne,Tick,3180,3126,54,-54,152900,153300,41203,-219603,-235803,OK
556.797,TraderOne,Tick,3180,3136,44,-44,153000,153600,41050,-228450,-241650,OK
557.0,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
557.25,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
557.516,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
557.766,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
557.953,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
558.282,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
558.532,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
558.75,TraderOne,Tick,3190,3136,54,-54,153300,153600,41357,-224757,-240957,OK
558.985,TraderOne,Tick,3190,3146,44,-44,153200,153600,41663,-229063,-242263,OK
559.219,TraderOne,Tick,3190,3146,44,-44,153200,153600,41663,-229063,-242263,OK
559.485,TraderOne,Tick,3193,3146,47,-47,153100,153600,41617,-227817,-241917,OK
559.75,TraderOne,Tick,3193,3146,47,-47,153300,153600,41617,-227817,-241917,OK
560.032,TraderOne,Tick,3203,3146,57,-57,153300,153600,41924,-224124,-241224,OK
560.25,TraderOne,Tick,3203,3146,57,-57,153200,153600,41924,-224124,-241224,OK
560.516,TraderOne,Tick,3203,3146,57,-57,153400,153600,41924,-224124,-235524,OK
560.75,TraderOne,Tick,3203,3146,57,-57,153400,153600,41924,-224124,-235524,OK
560.985,TraderOne,Tick,3213,3146,67,-67,153100,153600,41771,-218971,-239071,OK
561.282,TraderOne,Tick,3213,3156,57,-57,153500,154200,41618,-227818,-244918,OK
561.5,TraderOne,Tick,3213,3156,57,-57,153500,154400,41618,-227818,-244918,OK
561.797,TraderOne,Tick,3213,3166,47,-47,153900,154400,41464,-235664,-249764,OK
561.969,TraderOne,Tick,3223,3166,57,-57,154000,154400,41772,-231972,-249072,OK
562.282,TraderOne,Tick,3223,3166,57,-57,154000,154600,41772,-231972,-249072,OK
562.453,TraderOne,Tick,3223,3166,57,-57,154000,154600,41772,-231972,-249072,OK
562.735,TraderOne,Tick,3223,3166,57,-57,154000,154900,41772,-231972,-249072,OK
562.953,TraderOne,Tick,3223,3166,57,-57,154000,154900,41772,-231972,-249072,OK
563.203,TraderOne,Tick,3223,3166,57,-57,154100,154600,41772,-231972,-249072,OK
563.485,TraderOne,Tick,3233,3176,57,-57,153900,154600,41926,-232126,-249226,OK
563.719,TraderOne,Tick,3233,3186,47,-47,154200,154700,41772,-237972,-252072,OK
564.0,TraderOne,Tick,3233,3186,47,-47,154200,154700,41772,-237972,-252072,OK
564.219,TraderOne,Tick,3233,3186,47,-47,154200,154700,41772,-237972,-252072,OK
564.516,TraderOne,Tick,3233,3186,47,-47,154200,154900,41772,-237972,-252072,OK
564.782,TraderOne,Tick,3243,3186,57,-57,154100,154900,41618,-234818,-251918,OK
565.032,TraderOne,Tick,3243,3186,57,-57,154100,154900,41618,-234818,-251918,OK
565.25,TraderOne,Tick,3243,3186,57,-57,154100,154900,41618,-234818,-251918,OK
565.485,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
565.735,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
566.016,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
566.266,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
566.547,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
566.703,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
567.0,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
567.188,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
567.516,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
567.703,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
568.0,TraderOne,Tick,3243,3186,57,-57,154100,154700,41618,-234818,-251918,OK
568.25,TraderOne,Tick,3243,3186,57,-57,154100,154400,41618,-234818,-251918,OK
568.453,TraderOne,Tick,3243,3186,57,-57,154100,154400,41618,-234818,-251918,OK
568.75,TraderOne,Tick,3243,3196,47,-47,154400,154400,41464,-239664,-239664,OK
568.985,TraderOne,Tick,3243,3196,47,-47,154400,154400,41464,-239664,-239664,OK
569.219,TraderOne,Tick,3253,3196,57,-57,154000,154700,41310,-233510,-250610,OK
569.485,TraderOne,Tick,3253,3196,57,-57,154000,154700,41310,-233510,-250610,OK
569.719,TraderOne,Tick,3253,3204,49,-49,154300,154700,41187,-237387,-252087,OK
570.0,TraderOne,Tick,3253,3204,49,-49,154300,154700,41187,-237387,-252087,OK
570.297,TraderOne,Tick,3253,3204,49,-49,154300,154700,41187,-237387,-252087,OK
570.532,TraderOne,Tick,3253,3204,49,-49,154300,154700,41187,-237387,-252087,OK
570.782,TraderOne,Tick,3253,3204,49,-49,154300,154700,41187,-237387,-252087,OK
570.953,TraderOne,Tick,3253,3204,49,-49,154300,154700,41187,-237387,-252087,OK
571.25,TraderOne,Tick,3263,3214,49,-49,154600,155300,41342,-243542,-258242,OK
571.485,TraderOne,Tick,3273,3214,59,-59,154800,155500,41651,-238851,-256551,OK
571.75,TraderOne,Tick,3283,3214,69,-69,155000,155600,41961,-233161,-253861,OK
571.969,TraderOne,Tick,3283,3214,69,-69,155000,155700,41961,-233161,-253861,OK
572.25,TraderOne,Tick,3283,3214,69,-69,155100,155700,41961,-233161,-253861,OK
572.532,TraderOne,Tick,3283,3224,59,-59,155100,155700,42271,-239471,-257171,OK
572.719,TraderOne,Tick,3283,3224,59,-59,155200,155700,42271,-239471,-257171,OK
573.032,TraderOne,Tick,3283,3224,59,-59,155200,155700,42271,-239471,-257171,OK
573.203,TraderOne,Tick,3283,3224,59,-59,155200,155700,42271,-239471,-257171,OK
573.516,TraderOne,Tick,3283,3234,49,-49,155700,155700,42115,-244315,-244315,OK
573.75,TraderOne,Tick,3293,3234,59,-59,155000,155700,41960,-240160,-257860,OK
574.0,TraderOne,Tick,3293,3234,59,-59,155000,155700,41960,-240160,-257860,OK
574.297,TraderOne,Tick,3293,3234,59,-59,155000,155500,41960,-240160,-257860,OK
574.547,TraderOne,Tick,3293,3234,59,-59,155000,155300,41960,-240160,-257860,OK
574.735,TraderOne,Tick,3293,3244,49,-49,154900,155300,42270,-244470,-259170,OK
575.032,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
575.266,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
575.532,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
575.782,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
576.016,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
576.25,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
576.469,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
576.75,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
577.0,TraderOne,Tick,3303,3254,49,-49,154600,155300,42425,-241625,-256325,OK
577.25,TraderOne,Tick,3303,3254,49,-49,154600,155100,42425,-241625,-256325,OK
577.5,TraderOne,Tick,3303,3264,39,-39,155000,155100,42270,-244470,-248370,OK
577.735,TraderOne,Tick,3303,3267,36,-36,155100,155100,42363,-245463,-245463,OK
578.016,TraderOne,Tick,3313,3267,46,-46,154600,155100,42208,-242308,-256108,OK
578.219,TraderOne,Tick,3313,3267,46,-46,154600,155100,42208,-242308,-256108,OK
578.532,TraderOne,Tick,3313,3267,46,-46,154600,155100,42208,-242308,-256108,OK
578.797,TraderOne,Tick,3313,3267,46,-46,154600,155100,42208,-242308,-256108,OK
579.0,TraderOne,Tick,3313,3267,46,-46,154600,155100,42208,-242308,-256108,OK
579.297,TraderOne,Tick,3313,3267,46,-46,154600,155100,42208,-242308,-256108,OK
